Source,Original_Sentence,Mapped_Phrases,Sentiment_Score,Dominant_Core_Node
Tao Te Ching Pr,2 Who can overcome his flesh to be meek and gentle   as an infant ?,overcome | MATTER_CONCEPT | meek gentle | gentle infant,0.4404,MATTER_CONCEPT
Tao Te Ching Pr,3 Who can purify his heart to be clear like a mirror?,purify heart | heart clear | clear like | like mirror,0.6249,None
Tao Te Ching Pr,"4 In loving  the ruled and ruling the state,      Who can rule without effort, denying himself to follow  Tao?",loving ruled | ruled ruling | ruling state | state rule | rule effort | effort denying | denying follow | ROOT_ACCESS,0.7128,ROOT_ACCESS
Tao Te Ching Pr,"5 In applying wisdom ,     Who can follow the will of Heaven, as females follow males?",applying wisdom | wisdom follow | follow heaven | heaven females | females follow | follow males,0.7717,None
Tao Te Ching Pr,"6 In exercising discernment,      Who can transcend understanding and knowledge ?",exercising discernment | discernment transcend | transcend understanding | understanding knowledge,0.0,None
Tao Te Ching Pr,7 The Creator and Sustainer  of the world does not impose   his ownership.,creator sustainer | MATTER_CONCEPT | impose ownership,0.2235,MATTER_CONCEPT
Tao Te Ching Pr,He works in all things without claiming his power.,works claiming | IGNORANCE_PRIOR,0.0,IGNORANCE_PRIOR
Tao Te Ching Pr,The ruler  of all does not govern capriciously.,ruler govern | govern capriciously,0.0,None
Tao Te Ching Pr,What profound grace  and virtue!,profound grace | grace virtue,0.7088,None
Tao Te Ching Pr,第十章     1 谁能使灵魂与大道合一﹐毫 无离隙呢﹖   2 谁能使血气变得柔顺﹐像婴儿一样呢﹖   3 谁能洗淨内心的杂念﹐透亮如明镜呢﹖   4 爱民掌权﹐谁能捨己顺道﹑无为而治呢﹖   道德经：老子原文与译文     30 5 运用心智﹐谁能因应天意﹑如雌随雄呢﹖   6 明白通达﹐谁能超越人智﹑摆脱知识呢﹖   7 那创造并养育这个世界的﹐他创造养育并不强行占有﹐他无 所不为却不自恃其能﹐他是万物之主而不任意宰制。这真是深 不可测的恩德啊﹗     原文   1 载营魄抱一﹐能无离乎﹖   2 专气致柔﹐能如婴儿乎﹖   3 涤除玄览﹐能无疵乎﹖   4 爱国治民﹐能无为乎﹖   5 天门开阖﹐能为雌乎﹖   6 明白四达﹐能无知乎 ﹖  7 生之蓄之﹐生而不有﹐为而不恃﹐长而不宰﹐是谓玄德。             Tao Te Ching: Original Text and A Modern Interpretation     31 CHAPTER 11     1 Thirty spokes unite in the hub of a wheel.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation thirty | thirty spokes | spokes unite | unite hub | hub wheel,0.3182,ROOT_ACCESS
Tao Te Ching Pr,The hole in a hub is useful [and necessary for the wheel    to turn].,hole hub | hub useful | useful necessary | necessary wheel | wheel turn,0.4404,None
Tao Te Ching Pr,2 Clay vessels are useful because of their unfilled capacity.,clay vessels | vessels useful | useful unfilled | unfilled capacity,0.4404,None
Tao Te Ching Pr,3 Windows are cut in a room —     Empty spaces useful for lighting.,windows cut | cut room | room empty | empty spaces | spaces useful | useful lighting,-0.0,None
Tao Te Ching Pr,4 The visible is useful because of the work of the invisible.,visible useful | useful work | work invisible,0.4404,None
Tao Te Ching Pr,第十一章      1 三十根辐条集中在车轴穿过的圆木上﹐圆木有空的地方﹐才 对车有用处﹘可行走﹙。   2 揉合黏土制成器皿﹐上面有空的地方﹐才有器皿的用处﹘能   容纳﹙。   3 为房屋安窗户﹐窗户有空的地方﹐才对房屋有用处﹘取   光亮﹙。   4 有形者对人们有利益﹐是由于无形者的功用啊。     原文   1 三十辐共一毂﹐当其无﹐有 车之用。   2 埏埴以为器﹐当其无﹐有器之用。   3 凿户牖以为室﹐当其无﹐有室之用。   道德经：老子原文与译文     32 4 故有之以为利﹐无之以为用。       Tao Te Ching: Original Text and A Modern Interpretation     33 CHAPTER 12     1 Many colors blind the eyes;      Many tones deafen the ears;      Delicacies spoil the taste;      Riding and hunting make the heart go wild;      Hard -to-find treasures corrupt life .,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation many | many colors | colors blind | blind eyes | eyes many | many tones | tones deafen | deafen ears | ears delicacies | delicacies spoil | spoil taste | taste riding | riding hunting | hunting make | make heart | heart wild | wild hard | hard -to-find | -to-find treasures | treasures corrupt | corrupt life,0.25,ROOT_ACCESS
Tao Te Ching Pr,"2 In governing the people, the Holy One  provides   inner fulfillment,    not pleasures of the eye.",governing people | people holy | holy provides | provides inner | inner fulfillment | fulfillment pleasures | pleasures eye,-0.3412,None
Tao Te Ching Pr,"Thus, one thing is chosen and the other discarded.",thus thing | thing chosen | chosen discarded,-0.34,None
Tao Te Ching Pr,第十二章      1 缤纷的色彩使人眼睛昏花﹐变幻的音响使人耳朵发聋﹐丰腴 的美食使人口味败坏﹐驰骋打猎令人心意狂荡﹐珍奇财宝令人 行为不轨。   2 所以圣人掌管万民﹐是给他们内在的充实﹐不是给他们外在 的愉悦。据此而取捨。     原文   1 五色令人目盲﹐五音令人耳聋﹐五味令人口爽﹐驰骋打 猎令人心发狂﹐难得之货令人行妨。   2 是以圣人之治也﹐为腹不为目﹐故去彼取此。   道德经：老子原文与译文     34 CHAPTER 13     1 Being either favored or humiliated is disturbing;      The greatest curse is to overvalue physical life .,either favored | favored humiliated | humiliated disturbing | disturbing greatest | greatest curse | curse overvalue | overvalue physical | physical life,-0.296,None
Tao Te Ching Pr,2 What  does it mean that either case is disturbing?,mean either | either case | case disturbing,-0.5106,None
Tao Te Ching Pr,It is a surprise to receive it;   It is a surprise to lose it.,surprise receive | receive surprise | surprise lose,0.128,None
Tao Te Ching Pr,3 What does it mean that the greatest trouble     is to overvalue physical life ?,mean greatest | greatest trouble | trouble overvalue | overvalue physical | physical life,0.3612,None
Tao Te Ching Pr,I have gr eat worries because I have a physical life .,eat worries | worries physical | physical life,-0.4215,None
Tao Te Ching Pr,"If I discard my life ,  What troubles do I have to worry about?",discard life | life troubles | troubles worry,-0.7845,None
Tao Te Ching Pr,"4 Therefore, he who gives up his life  for the world    is trusted by the world;      He who gives up his l ife for loving  the world    is relied on by the world.",gives life | MATTER_CONCEPT | trusted | MATTER_CONCEPT | gives ife | ife loving | MATTER_CONCEPT | relied | MATTER_CONCEPT,0.7906,MATTER_CONCEPT
Tao Te Ching Pr,第十三章      1 得宠和受辱都会内心不安﹐最大的祸患是看重肉身性命。   2 为什么说得宠和受辱都会内心不安呢﹖宠是来自上面的﹐得 到时吃惊﹐失去时也吃惊﹐所以说得宠和受辱都会内心不安。   Tao Te Ching: Original Text and A Modern Interpretation     35 3 为什么说最大的祸患是看重肉身性命呢﹖我有大祸患之忧 虑﹐是因为我有肉身性命要保全﹔及至我把肉身性命置之度 外﹐我还有什么祸患可忧虑呢﹖   4 所以捨弃肉身性命去为天下的人 ﹐堪为普天下的寄托﹔捨弃 肉身性命去爱天下的人﹐堪得普天下的信靠。     原文   1 宠辱若惊﹐贵大患若身。   2 何谓宠辱若惊﹖宠为下﹐得之若惊﹐失之若惊﹐是谓宠辱   若惊。   3 何谓贵大患若身﹖吾所以有大患者﹐为吾有身﹐及吾无身﹐ 吾有何患﹖   4 故贵以身为天下﹐若可寄天下。爱以身为天下﹐若可托天 下。             道德经：老子原文与译文     36 CHAPTER 14     1 What can be seen but not perceived is called “Yi”;     What can be heard but not understood is called “Xi”;     What can be touched but not grasped is called “Wei.”  2 These three are beyond comprehension — 7     Together they become one.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation seen | seen perceived | perceived called | called heard | heard understood | understood called | called touched | touched grasped | grasped called | called wei | wei three | three beyond | beyond comprehension | comprehension together | together become,0.1655,ROOT_ACCESS
Tao Te Ching Pr,"3 Above the One , there is no light ;     Beneath the One , there is no darkness;   4 The infinity of the One  is ineffable,      Returning to the intangible non -being.",ROOT_ACCESS | beneath | IGNORANCE_PRIOR | infinity ineffable | ineffable returning | returning intangible | intangible non | non -being,-0.6597,ROOT_ACCESS
Tao Te Ching Pr,"5 This is called the form  without a form ,     The image  without an image ,  6 Like a shadow.",called | MATTER_CONCEPT | MATTER_CONCEPT | image image | image like | like shadow,-0.2755,MATTER_CONCEPT
Tao Te Ching Pr,"Approaching from the front, you cannot see the face;      Approaching from behind, you cannot see the back.",approaching front | front see | see face | face approaching | approaching behind | behind see | see back,0.0,None
Tao Te Ching Pr,"7 Hold fast to the Tao  of antiquity,      For then you will c ommand all realities of the present      And know their coming and going.",hold fast | ROOT_ACCESS | antiquity ommand | ommand realities | realities present | present know | know coming | coming going,0.0,ROOT_ACCESS
Tao Te Ching Pr,That is the essence of Tao ’s teaching.,essence | ROOT_ACCESS | teaching,0.0,ROOT_ACCESS
Tao Te Ching Pr,7 Interpretation of De Qing  footnote.,interpretation qing | qing footnote,0.0,None
Tao Te Ching Pr,See also the excavated  Mawangdui copy A and B.,see excavated | excavated mawangdui | mawangdui copy,0.0,None
Tao Te Ching Pr,"The phrase Zhi Jie  carries the meaning   of ―deep investigation.‖   Tao Te Ching: Original Text and A Modern Interpretation     37 第十四章       1 看见而不晓得﹐叫做‚夷‛﹔听到而不明白﹐叫做‚希‛﹔ 摸索而不可得﹐叫做‚微‛。   2‚夷希微‛三者﹐不可思议﹐难究其竟﹐所以它们溷而为一。   3 在他之上不再有光明﹐在他之下不再有黑暗。   4 难以言说的无限延绵啊﹐又複归于空虚无物。   5 他是没有状态的状态﹐没有形象的形象﹐叫做恍惚。   6 迎面看不见他的先头﹐追踪抓不着他的尾迹。   7 秉持上古之道﹐可以把握当今万有﹐知道其由来始末﹐这便 是大道的要领了。     原文   1 视之不见名曰夷﹐听之不闻名曰希﹐抟之不得名   曰微。   2 此三者不可致诘 8 ﹐故溷而为一。   3 其上不皦﹐其下不昧。   4 绳绳兮不可名﹐複归于无物。   5 是谓无状之状﹐无象之象﹐是谓惚恍。   6 迎之不见其首﹐随之不见其后。   7 执古之道﹐以御今之有﹐能知古始﹐是谓道纪。                                                         8释德清注﹕‚致诘﹐犹言思议‛。又马王堆甲乙本「致诘」作「致 计」，均有深究之义。   道德经：老子原文与译文     38 CHAPTER 15     1 So subtle, discerning and profound      Are the ancient followers of Tao      That words can only poorly describe them as:   2 Watchful a s if crossing a winter river,       Cautious as if in fear of their neighbors,       Polite and respectful like guests,       Natural  and authentic like melting ice,       Simple like uncarved wood,       All-embracing like a valley,       Earthy like muddy water .",phrase zhi | zhi jie | jie carries | carries meaning | meaning deep | deep investigation | ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation subtle | subtle discerning | discerning profound | profound ancient | ancient followers | ROOT_ACCESS | words poorly | poorly describe | describe watchful | watchful crossing | crossing winter | winter river | river cautious | cautious fear | fear neighbors | neighbors polite | polite respectful | respectful like | like guests | guests natural | natural authentic | authentic like | like melting | melting ice | ice simple | simple like | like uncarved | uncarved wood | wood all-embracing | all-embracing like | like valley | valley earthy | earthy like | like muddy | muddy water,0.9287,ROOT_ACCESS
Tao Te Ching Pr,3 Who can settle the mud to make water  clear?,settle mud | mud make | make water | water clear,0.3818,None
Tao Te Ching Pr,Who can revive a stiff corpse?,revive stiff | stiff corpse,-0.3182,None
Tao Te Ching Pr,4 Those who follow this Tao  will not be conceited.,follow | ROOT_ACCESS | conceited,0.0,ROOT_ACCESS
Tao Te Ching Pr,Only through lack of conceit can one be renewed       when worn out and dying.,lack conceit | conceit renewed | renewed worn | worn dying,-0.5423,None
Tao Te Ching Pr,"第十五章      1 古时候善于行道的人﹐其微妙玄通﹐真是深不可识。由于深 不可识﹐只好勉强来形容他﹕   Tao Te Ching: Original Text and A Modern Interpretation     39 2 其审慎好像冬天过江﹐谨守好像畏惧四邻﹐恭敬严肃如同作 客﹐流逸潇洒如同化冰﹐纯朴得好像未经凋琢﹐旷达得好像高 山空谷﹐敦厚得好像浑沌不清。   3 谁能沉淀溷浊的﹐使之渐渐清澈呢﹖谁能启动僵死的﹐使之 徐徐複活呢﹖   4 持守此道的人﹐是不会自满自溢的。唯有不自满自溢﹐才能 在凋敝死亡中成为新人。     原文   1 古之善为道者﹐微妙玄通﹐深不可识。夫唯不可识﹐故 强为之容﹕   2 豫兮若冬涉川﹐犹兮若畏四邻﹐俨兮其若客﹐涣兮若 冰之 释﹐敦兮其若朴﹐旷兮其若谷﹐溷兮其若浊。   3 孰能浊以静之徐清﹖孰能安以动之徐生﹖   4 保此道不欲盈。夫唯不盈﹐故能敝而新成。             道德经：老子原文与译文     40 CHAPTER 16     1 Humble  to the utmost and completely tranquil,      I can see the coming and the going of all that grows.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation humble | humble utmost | utmost completely | completely tranquil | tranquil see | see coming | coming going | going grows,0.4201,ROOT_ACCESS
Tao Te Ching Pr,"2 Flourishing things of a million kinds ,     All re turn  to their roots.",flourishing million | million kinds | kinds turn | turn roots,0.0,None
Tao Te Ching Pr,3 Such a return  is called tranquility ;  4 Such tranquility  is called return  to life ;  5 Such a return  is eternity .,return called | called tranquility | tranquility tranquility | tranquility called | called return | return life | life return | return eternity,0.6808,None
Tao Te Ching Pr,"9  6 To know eternity  is enlightenment;   7 Not to know eternity  is waywardness,      Which results in calamity.",know eternity | eternity enlightenment | enlightenment know | know eternity | eternity waywardness | waywardness results | results calamity,0.0,None
Tao Te Ching Pr,8 To know eternity  is to embrace whatever comes;      To embrace whatever comes is to be ju st;  9 To be just is to be complete;      To be complete is to be like Heaven;      To be like Heaven is to return  to Tao ;  10 To return  to Tao  is to live long.,know eternity | eternity embrace | embrace whatever | whatever comes | comes embrace | embrace whatever | whatever comes | comes complete | complete complete | complete like | like heaven | heaven like | like heaven | heaven return | ROOT_ACCESS | return | ROOT_ACCESS | live long,0.9349,ROOT_ACCESS
Tao Te Ching Pr,"Your body falls away, yet you live on.",MATTER_CONCEPT | falls away | away yet | yet live,0.0,MATTER_CONCEPT
Tao Te Ching Pr,"9 Chang  (常) in this sentence does not mean ―regular pa ttern,‖ a  terminology in the philosophy of materialism.",chang sentence | sentence mean | mean regular | regular ttern | ttern terminology | terminology philosophy | philosophy materialism,0.0964,None
Tao Te Ching Pr,"According to Wang Bi  and He Shang gong, Chang  (常) means ―eternal‖ and ―never dying.‖   Tao Te Ching: Original Text and A Modern Interpretation     41 第十六章       1内心虚化到极点﹐持守安静到纯一﹐就能在万物的篷蓬勃勃 中﹐看出其来龙去脉。   2万物纷纭百态﹐都複归其本根。   3回到本根就叫平静安息。   4平静安息便是複归了真生命。   5複归了真生命便是永恆。   6认识永恆便是光明。   7不认识永恆﹐就会任意妄为﹐后果凶险。   8认识了永恆﹐就能万事包容。万事包容﹐就能公义坦荡。   9公义坦荡﹐则为完全人。完全人﹐则与天同。与天同﹐就归 入道了。   10归入道﹐可就长久了﹐即使肉身消失﹐依然平安无恙。     原文   1致虚极﹐守静笃。万物并作﹐吾以观其複。   2夫物芸芸﹐各複归其 根。   3归根曰静。   4静曰複命。   5複命曰常10 ﹐                                                        10此处之‚常‛﹐绝非今日唯物论者所谓‚规律‛。王弼注为‚性命之 常‛﹐河上公注为‚使不死‛﹐均是永恆﹑永生之意。   道德经：老子原文与译文     42 6知常曰明。   7不知常﹐妄作﹐凶。   8知常容﹐容乃公﹐   9公乃全﹐全乃天﹐天乃道﹐   10道乃久﹐没身不殆。               Tao Te Ching: Original Text and A Modern Interpretation     43 CHAPTER 17     1 With the highest and best ruler ,      People do not seem to know his presence.",according wang | wang shang | shang gong | gong chang | chang means | means eternal | eternal never | never dying | ROOT_ACCESS | ching original | original text | text modern | modern interpretation | ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation highest | highest best | best ruler | ruler people | people seem | seem know | know presence,0.8316,ROOT_ACCESS
Tao Te Ching Pr,Next comes the ruler  who is loved and praised ;     Next comes the ruler  who is feared;      Next comes the ruler  who is despised.,next comes | comes ruler | ruler loved | loved praised | praised next | next comes | comes ruler | ruler feared | feared next | next comes | comes ruler | ruler despised,0.296,None
Tao Te Ching Pr,2 Distrust is due to lack of faith.,distrust due | due lack | lack faith,-0.3182,None
Tao Te Ching Pr,3 Tao  moves freely as he wishes;      He has no need to give commands.,ROOT_ACCESS | moves freely | freely wishes | wishes need | need give | give commands,0.3182,ROOT_ACCESS
Tao Te Ching Pr,"However, when a great work  is completed,      People say the occurrence is natural.",however great | great work | work completed | completed people | people occurrence | occurrence natural,0.765,None
Tao Te Ching Pr,"第十七章       1 至高至善的掌权者﹐人们彷佛感觉不到其存在。次一等的﹐ 赢得人们的亲近赞誉。再次的﹐使人们畏惧害怕。更次的﹐遭 人们侮慢轻蔑。   2 信实不足﹐才有不信。   3 悠悠然大道之行﹐无须发号施令﹐大功告成之后﹐百姓都视 之为自然而然的事﹐说﹕我们本来就是这样的啊﹗     道德经：老子原文与译文     44 原文   1 太上﹐下不知有之。其次﹐亲而誉之。其次﹐畏之。其 次﹐侮之。   2 信不足焉﹐有不信焉。   3 悠兮其贵言﹐功成事遂﹐百姓皆谓我自然。           Tao Te Ching: Original Text and A Modern Interpretation     45 CHAPTER 18     1 When the great Tao  is rejected,   humanity and justice arise.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | ROOT_ACCESS | rejected humanity | humanity justice | justice arise,0.7579,ROOT_ACCESS
Tao Te Ching Pr,"2 When wisdom  comes,   great falsity arises.",wisdom comes | comes great | great falsity | falsity arises,0.8176,None
Tao Te Ching Pr,"3 When family members cannot live in harmony,   filial piety  and compassion  arise.",family members | members live | ROOT_ACCESS | filial piety | piety compassion | compassion arise,0.1882,ROOT_ACCESS
Tao Te Ching Pr,"When the nation is in chaos,   loyal offi cials arise.",nation chaos | chaos loyal | loyal offi | offi cials | cials arise,-0.1531,None
Tao Te Ching Pr,"第十八章       1 大道废弃了﹐才出现仁义。   2 智慧出来了﹐才有大伪诈。   3 六亲不和﹐才大讲孝慈。国家昏乱﹐才呼唤忠臣。     原文   1 大道废﹐有仁义。   2 智慧出﹐有大伪。   3 六亲不和﹐有孝慈。国家昏乱﹐有忠臣。     道德经：老子原文与译文     46 CHAPTER 19      1 Dis card accomplishment and wisdom ,     And people will benefit a hundredfold .",dis card | card accomplishment | accomplishment wisdom | wisdom people | people benefit | benefit hundredfold,0.7506,None
Tao Te Ching Pr,"Discard humanity and justice,      And people will return  to filial piety  and compassion .",discard humanity | humanity justice | justice people | people return | return filial | filial piety | piety compassion,0.6597,None
Tao Te Ching Pr,"Discard  cleverness and profit,      And robbers and thieves will disappear.",discard cleverness | cleverness profit | profit robbers | robbers thieves | thieves disappear,-0.0,None
Tao Te Ching Pr,2 It is not enough to have these three rules.,enough three | three rules,0.0,None
Tao Te Ching Pr,People’s hearts must return to where they belong —     Knowing and embracing the source of life .,people hearts | hearts return | return belong | belong knowing | knowing embracing | embracing source | source life,0.0,None
Tao Te Ching Pr,"3 Then the self  can become smaller and smaller,      And desires can become fewer and fewer.",MIND_CONCEPT | become smaller | smaller smaller | smaller desires | desires become | become fewer | fewer fewer,0.0,MIND_CONCEPT
Tao Te Ching Pr,Discard [human] learning.,discard | MIND_CONCEPT | learning,-0.25,MIND_CONCEPT
Tao Te Ching Pr,第十九章       1 弃绝成功与智慧﹐对人民有百倍的好处。弃绝仁义的说教﹐ 人民就会複归孝慈。弃绝技巧与功利﹐就不会有盗贼为患。   2 然而﹐用这三者作诫律是不够的﹐一定要让人心有所归属才 行﹐就是﹕认识生命的本根﹐持定存在的本原。   Tao Te Ching: Original Text and A Modern Interpretation     47 3 使自我越来越少﹐使欲望越来越澹。拒绝人间的学问﹐保持 无忧无虑的心。     原文   1 绝圣弃智﹐民利百倍。绝仁弃义﹐民複孝慈。绝巧弃 利﹐盗贼无有。   2 此三者以为文不足﹐故令有所属﹕见素抱朴。   3 少私寡欲﹐绝学无忧。         道德经：老子原文与译文     48 CHAPTER 20     1 To flatter or t o despise —what is the difference?,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation flatter | flatter despise | despise difference,0.0772,ROOT_ACCESS
Tao Te Ching Pr,To praise or to resent —how are they different?,praise resent | resent different,0.4404,None
Tao Te Ching Pr,Fear what people fear.,fear people | people fear,-0.7506,None
Tao Te Ching Pr,2 What a vast and deserted land!,vast deserted | deserted land,0.0,None
Tao Te Ching Pr,Crowds of people hustle and b ustle —       As if enjoying a feast or being onstage.,crowds people | people hustle | hustle ustle | ustle enjoying | enjoying feast | feast onstage,0.5267,None
Tao Te Ching Pr,"3 I alone do not share the f eeling —      As if uncivilized, uncultivated,      Like a newborn infant  not knowing how to smile.",alone share | share eeling | eeling uncivilized | uncivilized uncultivated | uncultivated like | like newborn | newborn infant | infant knowing | knowing smile,0.276,None
Tao Te Ching Pr,"Exhausted and sad,      I do not know where to return .",exhausted sad | sad know | know return,-0.6808,None
Tao Te Ching Pr,4 All people have more than enough;   I alone seem to have lost something.,people enough | enough alone | alone seem | seem lost | lost something,-0.552,None
Tao Te Ching Pr,5 Worldly people see clearly;   I alone see dimly.,worldly people | people see | see clearly | clearly alone | alone see | see dimly,0.1779,None
Tao Te Ching Pr,Worldly people bargain;   I alone cannot see the difference.,worldly people | people bargain | bargain alone | alone see | see difference,-0.0516,None
Tao Te Ching Pr,6 The water  is vast like an ocean;      The wind blows without a trace.,water vast | vast like | like ocean | ocean wind | wind blows | blows trace,0.3612,None
Tao Te Ching Pr,All people have their own tra des;     I alone am useless and stubborn.,people tra | tra des | des alone | alone useless | useless stubborn,-0.7579,None
Tao Te Ching Pr,7 I differ from all people   Tao Te Ching: Original Text and A Modern Interpretation     49    Because I value feeding on the Mother .,differ people | ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation value | value feeding | feeding mother,0.5719,ROOT_ACCESS
Tao Te Ching Pr,第二十章       1 恭维与呵斥﹐相差有多远﹖赞美与厌恶﹐区别在哪里﹖人所 畏怕的，不能不畏怕啊。   2 荒野啊﹐广漠无际﹗众人熙熙攘攘﹐像是在享受盛大的宴 席﹐像是登上了欢乐的舞台。   3 唯独我浑然无觉﹐好像不曾开化的样子﹔溷溷沌沌﹐像初生 婴儿还不知嘻笑的时候﹔疲惫沮丧﹐像是四处流浪无家可归的 人。   4 众人都自得自满流溢而出﹐唯独我彷佛遗失了什么。我真是 愚笨人的心肠啊﹗   5 世俗的人个个明明白白﹐唯独我一个昏昏然然。世俗的人个 个斤斤计较﹐唯独我一个马虎不清。   6 大水荡荡淼如海﹐高风习习行无踪。众人都有一套本事﹐ 唯 独我又没用又顽固。   7 我这样与众不同﹐是把吃喝母亲﹐看得高于一切啊﹗     原文   1 唯之与阿﹐相去几何﹖美之与恶﹐相去若何﹖人之所 畏﹐不可不畏。   2 荒兮其未央哉﹗众人熙熙﹐如享太牢﹐如春登台。   道德经：老子原文与译文     50 3 我独泊兮其未兆﹐沌沌兮如婴儿之未孩﹐儽儽兮若无所归。   4 众人皆有馀﹐而我独若遗。我愚人之心也哉﹗   5 俗人昭昭﹐我独昏昏。俗人察察﹐我独闷闷。   6 澹兮其若海﹐飂兮若无止。众人皆有以﹐而我独顽且鄙。   7 我独异于人﹐而贵食母。             Tao Te Ching: Original Text and A Modern Interpretation     51 CHAPTER 21     1 The highest form  of morality  is to completely obey Tao .,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation highest | MATTER_CONCEPT | morality completely | completely obey | ROOT_ACCESS,0.3182,ROOT_ACCESS
Tao Te Ching Pr,2 Tao  exists like a shadow.,ROOT_ACCESS | exists like | like shadow,0.3612,ROOT_ACCESS
Tao Te Ching Pr,In the shadow there appears to be an image ;     In the shadow there appears to be a real being.,shadow appears | appears image | image shadow | shadow appears | appears real,0.0,None
Tao Te Ching Pr,"3 In its de pth and darkness is a spirit;     The spirit is authentic, full of faithfulness.",pth | IGNORANCE_PRIOR | MIND_CONCEPT | MIND_CONCEPT | authentic full | full faithfulness,0.5106,IGNORANCE_PRIOR
Tao Te Ching Pr,"4 From antiquity till now, his name  has never vanished      So that people may see the father of all.",antiquity till | till name | name never | never vanished | vanished people | people see | see father,0.0,None
Tao Te Ching Pr,第二十一章       1 最高的道德形态﹐是彻底顺从道。   2 道作为存在物﹐完全是恍恍惚惚的。恍惚之中有形象﹐恍惚 之中有实在。   3 在他的深远幽暗中﹐有一个精神存在着。这个精神至真至 切﹐充满了信实。   4 从古到今﹐他的名字从不消失﹐好叫人们看到万物之父。   5 我怎么晓得万物之父呢﹖就是由他而来。     道德经：老子原文与译文     52 原文   1 孔德之容﹐惟道是从。   2 道之为物﹐惟恍惟惚。惚兮恍兮﹐其中有象。恍兮惚兮﹐其 中有物。   3 窈兮冥兮﹐其中有精。其精甚真﹐其中有信。   4 自今及古﹐其名不去﹐以阅众甫。   5 吾何以知众甫之状哉﹖以此。           Tao Te Ching: Original Text and A Modern Interpretation     53 CHAPTER 22     1 What is twisted shall be straightened;      The wronged shall be rehabilitated;      Lowlands shall be filled;      The dying shall be renewed;      The needy shall receive;      The plentiful shall be confused.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation twisted | twisted straightened | straightened wronged | wronged rehabilitated | rehabilitated lowlands | lowlands filled | filled dying | dying renewed | renewed needy | needy receive | receive plentiful | plentiful confused,-0.6597,ROOT_ACCESS
Tao Te Ching Pr,"2 Therefore, the Holy One  unites with Tao      To be the instrument to Heaven for all people.",holy unites | ROOT_ACCESS | instrument heaven | heaven people,0.5106,ROOT_ACCESS
Tao Te Ching Pr,"11  3 Unaware that he sees,      He sees clearly.",unaware sees | sees sees | sees clearly,0.2263,None
Tao Te Ching Pr,"Not holding himself to be right,      He proves to be right.",holding right | right proves | proves right,0.0,None
Tao Te Ching Pr,"Not seeking his own glory,      He accomplishes great miss ions.",seeking glory | glory accomplishes | accomplishes great | great miss | miss ions,0.8658,None
Tao Te Ching Pr,"Not regarding himself as great,      He becomes the king of all.",regarding great | great becomes | becomes king,0.6249,None
Tao Te Ching Pr,"4 Precisely because he does not contend,      No one can contend with him.",precisely contend | contend contend,0.1511,None
Tao Te Ching Pr,"5 The ancients said: “The wronged will conquer.”                                                           11 Shi (式) refers to an astronomical tool in ancie nt times;  however, in this sentence, it is used as a metaphor to portray the Holy  One ’s function as a tool for people to know the Tao  of Heaven.",ancients wronged | wronged conquer | conquer shi | shi refers | refers astronomical | astronomical tool | tool ancie | ancie times | times however | however sentence | sentence used | used metaphor | metaphor portray | portray holy | holy function | function tool | tool people | people know | ROOT_ACCESS | heaven,0.1962,ROOT_ACCESS
Tao Te Ching Pr,"Truly, the world will return  to the conqueror.",truly | MATTER_CONCEPT | return conqueror,0.4404,MATTER_CONCEPT
Tao Te Ching Pr,第二十二章       1 受屈辱，就得成全﹔受冤枉，可得伸直﹔低洼的，就被充 满﹐将残的得新生﹐缺乏的便获得﹐富有的便迷惑。   2 所以圣人单一持守道﹐做天下人认识上天的器具。   3 不自以为能看见﹐所以看得分明。不自以为是﹐所以是非昭 彰。不求自己的荣耀﹐所以大功告成。不自以为大﹐所以为天 下王。   4 正因为不争不竞﹐天下没有能与之争竞的。   5古人说‚受屈辱必得成全‛的话﹐岂是虚构的吗﹖那确实得 成全者﹐天下便归属他。     原文  1 曲则全﹐枉则直﹐洼则盈﹐敝则新﹐少则得﹐多则惑。   2 是以圣人抱一为天下式 12。  3 不自见故明﹐不自是故彰﹐不自伐故有功﹐不自矜故长。   4 夫唯不争﹐故天下莫能与之争。                                                         12‚式‛﹐即「丁」，古代太史占天文的工具﹐在两块木板上刻者列干 支﹐可以转动。此处用来喻圣人成为人们认识上 天大道的工具。又见二十八 章。  Tao Te Ching: Original Text and A Modern Interpretation     55 5 古之所谓曲则全者﹐岂虚言哉﹖诚全而归之。   道德经：老子原文与译文     56 CHAPTER 23     1 To speak little is natural.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation speak | speak little | little natural,0.5456,ROOT_ACCESS
